user_id,recomendations
1987,"[874972, 1058997, 6463775, 932298, 858302]"
1988,"[874972, 854754, 934399, 1106523, 8090537]"
1989,"[970747, 984715, 901062, 1081189, 10284946]"
1990,"[874972, 870515, 12263788, 1029743, 1067749]"
1991,"[874972, 1082185, 1029743, 995242, 1106523]"
1992,"[874972, 950894, 1030981, 1082185, 1029743]"
1993,"[874972, 1105623, 822407, 1065593, 1133018]"
1994,"[874972, 953180, 1083328, 1070820, 909249]"
1995,"[948650, 1070820, 1104604, 1088147, 922127]"
1996,"[874972, 854852, 1082185, 1058997, 12427353]"
1997,"[973916, 8090536, 1138189, 1058997, 1110572]"
1998,"[12262830, 1056509, 1089021, 1053690, 908531]"
1999,"[874972, 1033615, 925626, 849843, 995242]"
2000,"[874972, 1082185, 1029743, 995242, 1106523]"
2001,"[874972, 9677236, 866211, 1082185, 1062782]"
2003,"[874972, 7410071, 1043787, 10344585, 1058997]"
2004,"[874972, 1007269, 15926886, 823775, 8090532]"
2005,"[839419, 835595, 921836, 1029112, 1060673]"
2006,"[5574377, 1095329, 5568197, 893501, 5569471]"
2007,"[1075214, 1047769, 1115098, 868548, 1092303]"
2008,"[874972, 1018588, 1082990, 1126899, 885290]"
2010,"[874972, 962229, 13115579, 985119, 840601]"
2011,"[874972, 921504, 1137775, 893501, 1110218]"
2012,"[874972, 7409957, 982790, 845193, 827047]"
2014,"[826666, 856060, 908531, 856252, 924352]"
2015,"[12262830, 995242, 851508, 940947, 907099]"
2016,"[874972, 1108131, 1127624, 1113588, 846823]"
2017,"[14106445, 948832, 834826, 1126899, 983584]"
2018,"[848029, 7410071, 849003, 1028816, 849843]"
2019,"[874972, 1058997, 1033615, 1085604, 1011300]"
2020,"[948670, 1077588, 821562, 986912, 1059763]"
2021,"[874972, 985911, 951590, 1082185, 1029743]"
2022,"[874972, 10344586, 1122568, 8293385, 841309]"
2023,"[874972, 1107553, 1082185, 1029743, 995242]"
2025,"[874972, 1018588, 908636, 993638, 908318]"
2026,"[874972, 1073150, 13842088, 889649, 978077]"
2027,"[887474, 834833, 879755, 1023958, 885290]"
2028,"[874972, 9677236, 934172, 1097661, 8090509]"
2029,"[982469, 863529, 1119830, 892728, 1133018]"
2030,"[8090440, 1031083, 1052512, 904360, 1081177]"
2031,"[874972, 959985, 1127758, 849843, 1107289]"
2032,"[1129049, 1096635, 1042438, 1082185, 1029743]"
2033,"[874972, 999104, 5564526, 1127758, 1119089]"
2034,"[874972, 947798, 1088147, 1058997, 983584]"
2036,"[874972, 893018, 857503, 1126899, 944836]"
2037,"[839419, 1059347, 1027447, 1070820, 1110142]"
2038,"[906844, 923670, 972931, 849843, 921504]"
2039,"[1051323, 8090509, 835243, 1037840, 999971]"
2040,"[874972, 5592931, 1082185, 1029743, 995242]"
2041,"[848029, 6632283, 8160430, 1008814, 940947]"
2042,"[874972, 1007269, 832678, 892004, 8273950]"
2043,"[874972, 5568489, 984677, 894439, 849843]"
2046,"[874972, 1082185, 1029743, 995242, 1106523]"
2047,"[874972, 9835509, 894968, 901062, 825365]"
2048,"[874972, 958067, 1075368, 1106523, 1082185]"
2049,"[874972, 898847, 865705, 908531, 1059342]"
2050,"[1000753, 1075214, 890909, 1101010, 8090521]"
2055,"[1048257, 5569374, 13190294, 845715, 819765]"
2056,"[874972, 959985, 948232, 962229, 8090521]"
2057,"[948650, 1058404, 888835, 936924, 892008]"
2058,"[12731436, 834103, 824005, 1011926, 903325]"
2059,"[1129049, 8090541, 1065593, 1058997, 1061220]"
2060,"[874972, 6464165, 1022097, 999858, 12810393]"
2062,"[874972, 862349, 852360, 831712, 1082185]"
2063,"[874972, 1076580, 969687, 862349, 975633]"
2064,"[968072, 823775, 1093413, 13842090, 1056651]"
2065,"[1051323, 1077975, 1009187, 1037840, 1076875]"
2068,"[874972, 1058997, 868764, 873887, 1117500]"
2070,"[834826, 1037894, 854754, 13842214, 926905]"
2071,"[874972, 6534077, 1082185, 1029743, 995242]"
2072,"[874972, 1077555, 998444, 1076195, 1065331]"
2075,"[874972, 1056651, 1110572, 1006483, 1135868]"
2076,"[874972, 1105917, 989101, 907099, 1018050]"
2077,"[874972, 997309, 9245106, 1082185, 1106523]"
2079,"[1021324, 1117514, 1028816, 5585510, 1106523]"
2080,"[848029, 989101, 894511, 8090521, 856252]"
2081,"[874972, 959985, 995242, 999971, 9420312]"
2082,"[825343, 890689, 933067, 1110409, 909714]"
2083,"[848029, 1048068, 963365, 1028816, 13842214]"
2084,"[1075214, 1106073, 1031083, 862349, 1053690]"
2085,"[1038663, 999971, 833724, 983795, 1101010]"
2086,"[1075214, 937626, 12171656, 1107553, 868764]"
2087,"[948670, 839094, 926065, 1037332, 10455984]"
2088,"[874972, 1110572, 13842214, 893501, 847049]"
2089,"[874972, 1126899, 1082185, 1029743, 995242]"
2090,"[874972, 1007512, 997200, 1039156, 7025202]"
2091,"[874972, 944836, 1003188, 1029743, 986947]"
2094,"[939860, 831536, 874149, 6533936, 862349]"
2095,"[5569135, 1069039, 900370, 892573, 986912]"
2099,"[874972, 1113588, 1107661, 1010190, 863529]"
2100,"[1012587, 972312, 960791, 1101174, 1133018]"
2101,"[874972, 1122358, 6534077, 983584, 1101010]"
2102,"[12262778, 965842, 973693, 962229, 1028473]"
2103,"[874972, 986912, 15831255, 1057260, 1082185]"
2105,"[874972, 16809471, 953104, 921836, 1133018]"
2108,"[1070702, 892008, 896085, 903230, 15926886]"
2109,"[874972, 1037631, 998556, 1033615, 984715]"
2110,"[874972, 9268695, 1018050, 6034857, 909268]"
2111,"[874972, 1058997, 1082185, 1029743, 995242]"
2112,"[874972, 862822, 965719, 1058997, 904360]"
2114,"[968072, 1082185, 1087386, 986912, 885290]"
2115,"[874972, 944836, 1076875, 1070820, 937626]"
2116,"[874972, 13842214, 1019643, 862349, 1010190]"
2119,"[12731432, 895268, 1029112, 1031083, 1017472]"
2120,"[874972, 1082185, 1029743, 995242, 1106523]"
2121,"[874972, 958208, 845294, 1057260, 862349]"
2122,"[874972, 1070015, 1058997, 1003616, 1082212]"
2123,"[874972, 932179, 1101010, 824180, 1029112]"
2124,"[14106445, 1096635, 8273950, 1126899, 895540]"
2125,"[833940, 9655528, 1123536, 940947, 824005]"
2126,"[874972, 983078, 841309, 1028816, 868764]"
2129,"[948670, 974204, 5565925, 931777, 5569471]"
2130,"[1110111, 982790, 1011832, 1037840, 947798]"
2131,"[874972, 6979579, 1125123, 986912, 865196]"
2132,"[874972, 889649, 907392, 9884698, 909249]"
2133,"[874972, 925112, 894447, 1126899, 1023958]"
2134,"[874972, 1082185, 1029743, 995242, 1106523]"
2135,"[874972, 7025114, 824005, 948665, 922127]"
2136,"[860248, 1126899, 944836, 5569471, 936914]"
2137,"[948650, 1095100, 961554, 912681, 860975]"
2138,"[874972, 844165, 1029743, 1082185, 1029743]"
2139,"[874972, 863802, 1082185, 1029743, 995242]"
2141,"[983753, 1067606, 1113141, 1070820, 977481]"
2142,"[1000753, 986912, 1116020, 6533362, 6704207]"
2145,"[874972, 1082185, 1029743, 995242, 1106523]"
2146,"[874972, 1029743, 1082185, 1029743, 995242]"
2147,"[874972, 979566, 9836460, 1077975, 1028816]"
2148,"[874972, 1055646, 1133018, 5569230, 895930]"
2149,"[849202, 995242, 12810464, 923746, 1082185]"
2151,"[874972, 895540, 1107289, 1065593, 1003188]"
2153,"[839419, 962229, 1077555, 1029743, 870547]"
2154,"[874972, 8090536, 850058, 891542, 919589]"
2155,"[825343, 849843, 996123, 1107661, 1077359]"
2156,"[874972, 5570383, 865196, 913210, 7409957]"
2158,"[825343, 12524323, 859237, 862349, 1116770]"
2159,"[874972, 849843, 8090537, 959409, 1133018]"
2160,"[1000753, 1082185, 1029743, 995242, 1106523]"
2161,"[874972, 1138443, 974204, 1126899, 1053690]"
2162,"[6395907, 5995445, 1050524, 847241, 1016276]"
2163,"[874972, 862349, 1082185, 1029743, 995242]"
2167,"[874972, 5568721, 1043301, 1106523, 1082185]"
2168,"[825343, 1123792, 952317, 8090521, 916381]"
2169,"[874972, 926065, 1103556, 1082185, 1029743]"
2170,"[1013928, 847573, 834491, 1082185, 1029743]"
2171,"[874972, 1024731, 999104, 983078, 1023196]"
2172,"[839419, 883404, 1075074, 1047769, 1110142]"
2173,"[874972, 992622, 1046584, 16809471, 940700]"
2174,"[874972, 1125278, 1130777, 1082185, 1029743]"
2175,"[874972, 7409664, 1082185, 1029743, 995242]"
2176,"[874972, 941741, 851287, 999971, 6534077]"
2179,"[874972, 951412, 1128464, 1082185, 1029743]"
2181,"[948650, 907392, 819765, 1101010, 909638]"
2182,"[874972, 1011300, 993638, 1082185, 1029743]"
2183,"[874972, 834158, 1063739, 1028816, 970119]"
2184,"[874972, 1006483, 15926886, 1073150, 1053690]"
2185,"[874972, 953180, 5566472, 1081479, 938566]"
2186,"[1029688, 986912, 1000753, 8090521, 870547]"
2188,"[874972, 837751, 911470, 1042702, 1101010]"
2189,"[874972, 866211, 1081177, 1082185, 913210]"
2190,"[874972, 5568197, 870547, 962229, 1039156]"
2193,"[874972, 1083446, 833724, 1070820, 1005274]"
2194,"[874972, 1137775, 906262, 865026, 1062128]"
2195,"[874972, 1082185, 1029743, 995242, 1106523]"
2196,"[874972, 1053690, 999104, 995242, 1082185]"
2197,"[874972, 1039156, 866043, 879504, 950206]"
2198,"[849202, 1005274, 970619, 13842214, 13842088]"
2199,"[874972, 8273950, 934369, 1058997, 1101010]"
2200,"[874972, 12132648, 944534, 1102416, 931777]"
2202,"[874972, 6034857, 938300, 1010424, 1095100]"
2203,"[874972, 6534077, 819927, 1070272, 1069334]"
2204,"[1013928, 833724, 1121410, 1039156, 844165]"
2205,"[874972, 882247, 1012941, 954077, 1082185]"
2206,"[874972, 877337, 1059347, 1029743, 1082185]"
2207,"[874972, 1070272, 969866, 997200, 986912]"
2208,"[874972, 819978, 1106064, 962229, 8090532]"
2209,"[874972, 1009187, 1016709, 890695, 1002850]"
2211,"[874972, 12524323, 1039156, 1070820, 6533936]"
2212,"[874972, 1092026, 1000736, 1082185, 1029743]"
2213,"[874972, 13190294, 1036139, 1052912, 9268695]"
2214,"[874972, 8090536, 849843, 1029743, 1137775]"
2215,"[948650, 1067695, 890610, 1018050, 1133018]"
2217,"[874972, 901062, 8293439, 862349, 1028816]"
2221,"[874972, 8177622, 842392, 1058997, 900610]"
2222,"[973916, 1116821, 5568729, 922127, 1047944]"
2223,"[874972, 1133018, 5568197, 883404, 1082185]"
2224,"[970866, 7409874, 15926844, 862349, 1131488]"
2225,"[1110111, 1118281, 1075074, 873887, 1046756]"
2226,"[874972, 1082185, 1029743, 995242, 1106523]"
2228,"[1050741, 1134483, 883404, 1082185, 1082185]"
2229,"[5574377, 1092588, 1028816, 862349, 1082185]"
2231,"[874972, 930917, 885023, 1126899, 993466]"
2233,"[874972, 1051468, 1109014, 1058997, 971922]"
2234,"[848029, 953180, 936355, 854754, 915493]"
2235,"[874972, 9527184, 830156, 857130, 958046]"
2237,"[849202, 12648296, 8203451, 6533936, 908531]"
2238,"[874972, 991592, 854900, 849843, 979707]"
2239,"[874972, 1092026, 1127624, 1085604, 999971]"
2240,"[874972, 7407023, 1110244, 7409670, 1082185]"
2241,"[874972, 1031083, 960858, 1003188, 1077588]"
2243,"[1051323, 1070820, 885290, 1079023, 1122358]"
2244,"[1012587, 8090521, 959985, 962229, 948832]"
2245,"[836445, 895540, 989101, 845193, 9571047]"
2247,"[1034176, 1051323, 1039156, 912681, 872137]"
2248,"[1108094, 897752, 951197, 960613, 1082185]"
2250,"[874972, 868546, 1094955, 846764, 1085154]"
2252,"[1134483, 1101010, 1122568, 1104343, 893501]"
2253,"[874972, 1082185, 1029743, 995242, 1106523]"
2256,"[874972, 1082185, 1029743, 995242, 1106523]"
2257,"[874972, 1106523, 1104349, 1082185, 1029743]"
2258,"[833940, 1082185, 1029743, 995242, 1106523]"
2259,"[1012587, 831536, 1106523, 910673, 1014238]"
2260,"[874972, 6534077, 13842214, 954642, 835098]"
2261,"[826666, 943286, 1046587, 1037840, 926905]"
2262,"[874972, 1062782, 1001266, 1019247, 849843]"
2263,"[948650, 12946027, 988208, 849843, 1038462]"
2264,"[833940, 5568729, 827261, 1126899, 5590695]"
2266,"[1054402, 1070820, 854754, 1107553, 1028816]"
2267,"[874972, 1037332, 1088147, 1126899, 881047]"
2269,"[1051323, 1053690, 1016276, 1046584, 6034857]"
2270,"[874972, 985911, 1021715, 831536, 1039781]"
2271,"[874972, 1082212, 995242, 890610, 1082185]"
2272,"[12301839, 9677236, 941741, 1040807, 970792]"
2273,"[874972, 1028950, 899624, 880427, 1029743]"
2274,"[829291, 1102416, 1135868, 1028816, 1040807]"
2275,"[1134483, 1118281, 904813, 1053690, 1084597]"
2276,"[874972, 7410071, 890695, 1065593, 9487927]"
2277,"[839419, 1059902, 1065122, 1070015, 1053690]"
2278,"[874972, 1011300, 915493, 1030409, 6979545]"
2279,"[874972, 1108168, 1082185, 1029743, 995242]"
2280,"[946995, 1053530, 842140, 1082990, 1093603]"
2281,"[874972, 1039156, 882247, 6534077, 1096099]"
2282,"[874972, 13071902, 1041259, 1070820, 874149]"
2283,"[874972, 7410071, 6533608, 1070820, 1085604]"
2284,"[874972, 1094924, 1046584, 1044259, 944836]"
2285,"[874972, 8293439, 5568249, 824005, 903325]"
2287,"[874972, 968936, 1082185, 1029743, 995242]"
2288,"[874972, 8293447, 1082185, 1029743, 995242]"
2289,"[874972, 960791, 1053690, 913210, 849843]"
2290,"[874972, 1085604, 1082185, 1029743, 995242]"
2291,"[874972, 6979427, 1032950, 1082185, 1029743]"
2292,"[874972, 1038217, 5569327, 995242, 1039156]"
2293,"[874972, 1106523, 12949855, 835243, 6391381]"
2294,"[874972, 5569230, 1082185, 1029743, 995242]"
2295,"[874972, 9333734, 959409, 978077, 9677886]"
2296,"[12262978, 819978, 985386, 1070015, 9881593]"
2297,"[874972, 1133018, 1009449, 1082185, 1057350]"
2298,"[826666, 1012587, 7168026, 948832, 961269]"
2299,"[14106445, 1093603, 15926886, 936914, 6602697]"
2300,"[874972, 1031831, 1103556, 10344585, 8273833]"
2301,"[874972, 962229, 925258, 995242, 1110031]"
2302,"[874972, 873964, 856252, 868764, 1079023]"
2303,"[874972, 907631, 1110764, 998119, 1082185]"
2305,"[874972, 10204488, 9926758, 965530, 1127141]"
2307,"[874972, 901062, 1018740, 1008814, 12524323]"
2308,"[874972, 1070820, 1028816, 1098844, 878996]"
2310,"[874972, 1077975, 1082185, 1029743, 995242]"
2312,"[12731436, 1019643, 991223, 880310, 1070820]"
2314,"[874972, 872137, 969866, 1131488, 970119]"
2315,"[8090440, 1082185, 1029743, 995242, 1106523]"
2317,"[829291, 994223, 1028816, 819330, 819978]"
2319,"[874972, 1082185, 1029743, 995242, 1106523]"
2322,"[970866, 895540, 1046816, 1044259, 1110409]"
2323,"[14106445, 898847, 1039156, 834103, 1139827]"
2324,"[874972, 1119051, 1076875, 1057260, 934369]"
2325,"[874972, 863885, 872137, 883932, 1082185]"
2328,"[1075214, 5570882, 972931, 1082990, 944836]"
2330,"[874972, 1076580, 1082172, 1126899, 1110692]"
2331,"[948650, 1070820, 868548, 940947, 856252]"
2333,"[874972, 978974, 5570408, 862349, 908531]"
2334,"[1137346, 868548, 8090537, 1075368, 914318]"
2335,"[874972, 959985, 1026209, 860975, 923208]"
2336,"[874972, 1049897, 1135552, 909396, 5585510]"
2337,"[874972, 951412, 1064755, 1067695, 999971]"
2338,"[874972, 857554, 1023196, 1058997, 8090532]"
2339,"[874972, 916381, 932182, 1082185, 1029743]"
2340,"[1075007, 1138189, 1113141, 1056651, 1082172]"
2341,"[874972, 924531, 844165, 1106523, 919948]"
2342,"[874972, 950894, 962609, 995242, 1016800]"
2343,"[874972, 989101, 840601, 819978, 1110244]"
2344,"[874972, 15926886, 1037863, 5585510, 835618]"
2345,"[1034176, 9835509, 1102959, 6534030, 831712]"
2347,"[874972, 842930, 849003, 8090521, 1009187]"
2349,"[874972, 1082185, 1029743, 995242, 1106523]"
2350,"[874972, 960791, 891542, 8205218, 835004]"
2351,"[12810391, 862349, 932179, 1056651, 1049735]"
2352,"[874972, 1061220, 916381, 1133018, 1048462]"
2354,"[874972, 10285141, 999250, 964011, 1082185]"
2359,"[874972, 1095040, 1097815, 1038217, 883404]"
2360,"[874972, 845307, 900418, 1107553, 1119051]"
2361,"[874972, 970030, 989824, 893400, 863885]"
2363,"[874972, 1058997, 951412, 1119405, 871440]"
2364,"[874972, 1082185, 1029743, 995242, 1106523]"
2366,"[849202, 1018588, 898466, 919948, 1123720]"
2368,"[874972, 856252, 918733, 1056509, 977545]"
2369,"[874972, 1039156, 1055504, 12263788, 1101010]"
2370,"[849202, 10344585, 977481, 1070015, 862349]"
2372,"[874972, 1133018, 1042438, 1082185, 1029743]"
2373,"[874972, 1029743, 838602, 1109598, 1082185]"
2374,"[983267, 7025114, 1030362, 1070820, 1073150]"
2375,"[848029, 1092937, 903325, 1036501, 6034857]"
2376,"[834826, 1070820, 1101010, 819978, 8090537]"
2377,"[874972, 1134522, 925164, 989101, 1082185]"
2378,"[9677366, 916758, 956813, 9527323, 1129576]"
2379,"[874972, 948509, 1058997, 1128016, 843756]"
2380,"[874972, 5585510, 5587938, 988208, 925164]"
2381,"[874972, 1009719, 12301109, 849843, 1133018]"
2385,"[874972, 8090521, 1115553, 931255, 1034955]"
2386,"[874972, 1093334, 1056746, 1082185, 1029743]"
2387,"[874972, 917033, 1082185, 1029743, 995242]"
2388,"[874972, 1102416, 860975, 871754, 1133018]"
2389,"[874972, 913210, 982790, 871754, 995242]"
2392,"[874972, 844179, 1082185, 1029743, 995242]"
2393,"[938138, 1013389, 833025, 847207, 1075313]"
2394,"[874972, 1106390, 1082185, 1029743, 995242]"
2395,"[874972, 1134522, 1045150, 8090537, 923746]"
2397,"[863447, 5569230, 13877192, 1112825, 865026]"
2399,"[974156, 986912, 1082185, 1029743, 995242]"
2400,"[874972, 907128, 907099, 1085604, 1076875]"
2401,"[848029, 1037863, 1133018, 1082185, 5585510]"
2404,"[874972, 1058997, 909714, 908181, 1048068]"
2405,"[874972, 13115548, 934399, 962229, 936914]"
2406,"[970747, 1009187, 1006878, 1053690, 978343]"
2407,"[12731432, 917033, 819765, 1039156, 967476]"
2408,"[874972, 866211, 1121213, 921504, 908318]"
2410,"[997821, 1133018, 6534480, 1037840, 893501]"
2412,"[1013928, 940947, 1089025, 1010190, 983584]"
2416,"[874972, 1079023, 12946027, 1058997, 1139782]"
2418,"[874972, 1115098, 9677202, 9245108, 1029743]"
2420,"[874972, 1070803, 888543, 1001148, 835243]"
2421,"[874972, 944836, 903567, 881154, 934369]"
2424,"[874972, 12731714, 1069003, 962229, 1019643]"
2425,"[1021324, 1101173, 7168383, 999104, 1085604]"
2426,"[874972, 1009187, 969463, 1029743, 844165]"
2427,"[1048507, 8090546, 5563693, 1058997, 889649]"
2429,"[874972, 1138189, 882288, 1122358, 835243]"
2431,"[874972, 13841744, 919948, 918046, 1038217]"
2434,"[874972, 880895, 1082185, 1029743, 995242]"
2435,"[12810391, 1089766, 891505, 868539, 826272]"
2437,"[874972, 1127716, 5591154, 5569374, 819978]"
2438,"[919766, 967461, 13115493, 1107553, 968936]"
2439,"[874972, 1082185, 1082185, 1029743, 995242]"
2440,"[874972, 16809471, 1081262, 1112754, 956486]"
2441,"[874972, 854496, 1074499, 908531, 995242]"
2442,"[874972, 9859112, 1082185, 1029743, 995242]"
2445,"[1013928, 895930, 971922, 985893, 5587938]"
2446,"[874972, 1121360, 962229, 1044259, 895540]"
2447,"[874972, 13842088, 832678, 1107553, 1058997]"
2448,"[1054402, 1125943, 1039156, 986912, 7168026]"
2449,"[1134483, 904813, 1081479, 1058997, 1055425]"
2450,"[874972, 850058, 906763, 1004097, 1133877]"
2451,"[874972, 862349, 1076580, 960732, 1082185]"
2452,"[949023, 5570408, 1135681, 1108131, 834833]"
2453,"[948670, 5569792, 1005456, 862349, 1062128]"
2455,"[948670, 1089025, 1139827, 983795, 1102416]"
2456,"[1099089, 1082212, 990004, 912902, 5568228]"
2457,"[874972, 849843, 995242, 1137775, 1082185]"
2458,"[874972, 907099, 7025106, 1058997, 819927]"
2459,"[874972, 912681, 853756, 862349, 842392]"
2460,"[874972, 898510, 1029968, 1082990, 5569792]"
2461,"[854405, 872137, 1101706, 1058997, 1098844]"
2462,"[970747, 948622, 897752, 6034857, 8293343]"
2464,"[874972, 1082185, 1029743, 995242, 1106523]"
2465,"[874972, 1037340, 6904666, 10344585, 986912]"
2466,"[1051323, 907392, 824311, 1122358, 1101173]"
2467,"[874972, 12171656, 1113141, 1036501, 1058997]"
2470,"[874972, 1082185, 1029743, 995242, 1106523]"
2471,"[874972, 5587656, 8119303, 1058997, 1048068]"
2472,"[874972, 1053690, 9677202, 1026118, 995785]"
2475,"[1110111, 9835509, 925164, 862349, 5569471]"
2477,"[874972, 1028816, 12782182, 1058997, 1119051]"
2478,"[874972, 8090532, 6979128, 823775, 6464165]"
2479,"[948650, 1055425, 826144, 8090532, 819927]"
2481,"[1048507, 898601, 9245108, 823775, 1056509]"
2482,"[850102, 1089392, 865330, 847066, 851287]"
2483,"[12810391, 838797, 1003616, 849843, 6533936]"
2484,"[878715, 1101010, 899459, 913210, 1106301]"
2485,"[874972, 862349, 1031864, 849843, 976214]"
2486,"[874972, 1004390, 1104584, 1016276, 5569845]"
2488,"[874972, 873964, 1012913, 821083, 966005]"
2489,"[874972, 932298, 8019716, 828867, 1082185]"
2492,"[874972, 1113588, 835243, 986912, 1106523]"
2494,"[829291, 10344585, 880427, 862349, 901062]"
2496,"[829291, 1128240, 963971, 5569230, 1127624]"
2497,"[874972, 1082185, 1029743, 995242, 1106523]"
2498,"[874972, 1076875, 920109, 1082185, 1029743]"
2499,"[829291, 1089766, 1117500, 1070820, 913210]"
2500,"[874972, 8177622, 828143, 1058997, 843756]"
